Food code,Main food description
75226090,"Peppers, hot, cooked, NS as to form, NS as to fat added in cooking"
75226091,"Peppers, hot, cooked, from fresh, NS as to fat added in cooking"
75226092,"Peppers, hot, cooked, from frozen, NS as to fat added in cooking"
75226093,"Peppers, hot, cooked, from canned, NS as to fat added in cooking"
75226100,"Peppers, hot, cooked, NS as to form, fat not added in cooking"
75226101,"Peppers, hot, cooked, from fresh, fat not added in cooking"
75226102,"Peppers, hot, cooked, from frozen, fat not added in cooking"
75226103,"Peppers, hot, cooked, from canned, fat not added in cooking"
75226110,"Peppers, hot, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75226111,"Peppers, hot, cooked, from fresh, fat added in cooking, NS as to type of fat"
75226112,"Peppers, hot, cooked, from frozen, fat added in cooking, NS as to type of fat"
75226113,"Peppers, hot, cooked, from canned, fat added in cooking, NS as to type of fat"
75226700,Pimiento
75227099,"Radish, Japanese (daikon), cooked, NS as to fat added in cooking"
75227100,"Radish, Japanese (daikon), cooked, fat not added in cooking"
75227110,"Radish, Japanese (daikon), cooked, fat added in cooking"
75228000,"Rutabaga, cooked, NS as to fat added in cooking"
75228010,"Rutabaga, cooked, fat not added in cooking"
75228020,"Rutabaga, cooked, fat added in cooking, NS as to type of fat"
75228021,"Rutabaga, cooked, made with oil"
75228022,"Rutabaga, cooked, made with butter"
75228023,"Rutabaga, cooked, made with margarine"
75229009,"Salsify (vegetable oyster), cooked, NS as to fat added in cooking"
75229010,"Salsify (vegetable oyster), cooked, fat not added in cooking"
75229011,"Salsify (vegetable oyster), cooked, fat added in cooking"
75230000,"Sauerkraut, cooked, NS as to fat added in cooking"
75230010,"Sauerkraut, cooked, fat not added in cooking"
75230020,"Sauerkraut, cooked, fat added in cooking"
75231000,"Snowpea (pea pod), cooked, NS as to form, NS as to fat added in cooking"
75231001,"Snowpea (pea pod), cooked, from fresh, NS as to fat added in cooking"
75231002,"Snowpea (pea pod), cooked, from frozen, NS as to fat added in cooking"
75231010,"Snowpea (pea pod), cooked, NS as to form, fat not added in cooking"
75231011,"Snowpea (pea pod), cooked, from fresh, fat not added in cooking"
75231012,"Snowpea (pea pod), cooked, from frozen, fat not added in cooking"
75231020,"Snowpea (pea pod), cooked, NS as to form, fat added in cooking, NS as to type of fat"
75231021,"Snowpea (pea pod), cooked, from fresh, fat added in cooking, NS as to type of fat"
75231022,"Snowpea (pea pod), cooked, from frozen, fat added in cooking, NS as to type of fat"
75231023,"Snowpea (pea pod), cooked, NS as to form, made with oil"
75231024,"Snowpea (pea pod), cooked, NS as to form, made with butter"
75231025,"Snowpea (pea pod), cooked, NS as to form, made with margarine"
75231026,"Snowpea (pea pod), cooked, from fresh, made with oil"
75231027,"Snowpea (pea pod), cooked, from fresh, made with butter"
75231028,"Snowpea (pea pod), cooked, from fresh, made with margarine"
75231029,"Snowpea (pea pod), cooked, from frozen, made with oil"
75231030,"Snowpea (pea pod), cooked, from frozen, made with butter"
75231031,"Snowpea (pea pod), cooked, from frozen, made with margarine"
75232000,"Seaweed, dried"
75232050,"Seaweed, prepared with soy sauce"
75232100,"Seaweed, cooked, NS as to fat added in cooking"
75232110,"Seaweed, cooked, fat not added in cooking"
75232120,"Seaweed, cooked, fat added in cooking, NS as to type of fat"
75232121,"Seaweed, cooked, made with oil"
75232122,"Seaweed, cooked, made with butter"
75232123,"Seaweed, cooked, made with margarine"
75233000,"Squash, summer, yellow or green, cooked, NS as to form, NS as to fat added in cooking"
75233001,"Squash, summer, yellow or green, cooked, from fresh, NS as to fat added in cooking"
75233002,"Squash, summer, yellow or green, cooked, from frozen, NS as to fat added in cooking"
75233003,"Squash, summer, yellow or green, cooked, from canned, NS as to fat added in cooking"
75233010,"Squash, summer, yellow or green, cooked, NS as to form, fat not added in cooking"
75233011,"Squash, summer, yellow or green, cooked, from fresh, fat not added in cooking"
75233012,"Squash, summer, yellow or green, cooked, from frozen, fat not added in cooking"
75233013,"Squash, summer, yellow or green, cooked, from canned, fat not added in cooking"
75233020,"Squash, summer, yellow or green, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75233021,"Squash, summer, yellow or green, cooked, from fresh, fat added in cooking, NS as to type of fat"
75233022,"Squash, summer, yellow or green, cooked, from frozen, fat added in cooking, NS as to type of fat"
75233023,"Squash, summer, yellow or green, cooked, from canned, fat added in cooking, NS as to type of fat"
75233024,"Squash, summer, yellow or green, cooked, NS as to form, made with oil"
75233025,"Squash, summer, yellow or green, cooked, NS as to form, made with butter"
75233026,"Squash, summer, yellow or green, cooked, NS as to form, made with margarine"
75233027,"Squash, summer, yellow or green, cooked, from fresh, made with oil"
75233028,"Squash, summer, yellow or green, cooked, from fresh, made with butter"
75233029,"Squash, summer, yellow or green, cooked, from fresh, made with margarine"
75233030,"Squash, summer, yellow or green, cooked, from frozen, made with oil"
75233031,"Squash, summer, yellow or green, cooked, from frozen, made with butter"
75233032,"Squash, summer, yellow or green, cooked, from frozen, made with margarine"
75233033,"Squash, summer, yellow or green, cooked, from canned, made with oil"
75233034,"Squash, summer, yellow or green, cooked, from canned, made with butter"
75233035,"Squash, summer, yellow or green, cooked, from canned, made with margarine"
75233200,"Squash, spaghetti, cooked, NS as to fat added in cooking"
75233210,"Squash, spaghetti, cooked, fat added in cooking, NS as to type of fat"
75233220,"Squash, spaghetti, cooked, fat not added in cooking"
75233221,"Squash, spaghetti, cooked, made with oil"
75233222,"Squash, spaghetti, cooked, made with butter"
75233223,"Squash, spaghetti, cooked, made with margarine"
75233509,"Sequin (Portuguese squash), cooked, NS as to fat added in cooking"
75233510,"Sequin (Portuguese squash), cooked, fat not added in cooking"
75233511,"Sequin (Portuguese squash), cooked, fat added in cooking"
75234000,"Turnip, cooked, NS as to form, NS as to fat added in cooking"
75234001,"Turnip, cooked, from fresh, NS as to fat added in cooking"
75234002,"Turnip, cooked, from frozen, NS as to fat added in cooking"
75234003,"Turnip, cooked, from canned, NS as to fat added in cooking"
75234010,"Turnip, cooked, NS as to form, fat not added in cooking"
75234011,"Turnip, cooked, from fresh, fat not added in cooking"
75234012,"Turnip, cooked, from frozen, fat not added in cooking"
75234013,"Turnip, cooked, from canned, fat not added in cooking"
75234020,"Turnip, cooked, NS as to form, fat added in cooking, NS as to type of fat"
75234021,"Turnip, cooked, from fresh, fat added in cooking, NS as to type of fat"
75234022,"Turnip, cooked, from frozen, fat added in cooking, NS as to type of fat"
75234023,"Turnip, cooked, from canned, fat added in cooking, NS as to type of fat"
75234024,"Turnip, cooked, from canned, made with oil"
75234025,"Turnip, cooked, from canned, made with butter"
75234026,"Turnip, cooked, from canned, made with margarine"
75234027,"Turnip, cooked, from fresh, made with oil"
75234028,"Turnip, cooked, from fresh, made with butter"
75234029,"Turnip, cooked, from fresh, made with margarine"
75234030,"Turnip, cooked, from frozen, made with oil"
75234031,"Turnip, cooked, from frozen, made with butter"
75234032,"Turnip, cooked, from frozen, made with margarine"
75234033,"Turnip, cooked, NS as to form, made with oil"
75234034,"Turnip, cooked, NS as to form, made with butter"
75234035,"Turnip, cooked, NS as to form, made with margarine"
75235000,Water chestnut
75235750,"Winter melon, cooked"
75236000,Yeast
75236500,Yeast extract spread
75301100,"Beans, lima and corn (succotash), cooked, NS as to fat added in cooking"
75301110,"Beans, lima and corn (succotash), cooked, fat not added in cooking"
75301120,"Beans, lima and corn (succotash), cooked, fat added in cooking, NS as to type of fat"
75301121,"Beans, lima and corn (succotash), cooked, made with oil"
75301122,"Beans, lima and corn (succotash), cooked, made with butter"
75301123,"Beans, lima and corn (succotash), cooked, made with margarine"
75302009,"Beans, string, green, with tomatoes, cooked, NS as to fat added in cooking"
75302010,"Beans, string, green, with tomatoes, cooked, fat not added in cooking"
75302011,"Beans, string, green, with tomatoes, cooked, fat added in cooking"
75302029,"Beans, string, green, with chickpeas, cooked, NS as to fat added in cooking"
75302030,"Beans, string, green, with chickpeas, cooked, fat not added in cooking"
75302031,"Beans, string, green, with chickpeas, cooked, fat added in cooking"
75302039,"Beans, string, green, with almonds, cooked, NS as to fat added in cooking"
75302040,"Beans, string, green, with almonds, cooked, fat not added in cooking"
75302045,"Beans, string, green, with almonds, cooked, fat added in cooking, NS as to type of fat"
75302046,"Beans, string, green, with almonds, cooked, made with oil"
75302047,"Beans, string, green, with almonds, cooked, made with butter"
75302048,"Beans, string, green, with almonds, cooked, made with margarine"
75302059,"Beans, string, green, with pinto beans, cooked, NS as to fat added in cooking"
75302060,"Beans, string, green, with pinto beans, cooked, fat not added in cooking"
75302061,"Beans, string, green, with pinto beans, cooked, fat added in cooking"
75302069,"Beans, string, green, with spaetzel, cooked, NS as to fat added in cooking"
75302070,"Beans, string, green, with spaetzel, cooked, fat not added in cooking"
75302071,"Beans, string, green, with spaetzel, cooked, fat added in cooking"
75302080,"Bean salad, yellow and/or green string beans"
75302200,"Beans, string, green, with onions, NS as to fat added in cooking"
75302205,"Beans, string, green, with onions, cooked, fat not added in cooking"
75302210,"Beans, string, green, with onions, cooked, fat added in cooking, NS as to type of fat"
75302211,"Beans, string, green, with onions, cooked, made with oil"
75302212,"Beans, string, green, with onions, cooked, made with butter"
75302213,"Beans, string, green, with onions, cooked, made with margarine"
75302500,"Beans, string, green, and potatoes, cooked, NS as to fat added in cooking"
75302505,"Beans, string, green, and potatoes, cooked, fat not added in cooking"
75302510,"Beans, string, green, and potatoes, cooked, fat added in cooking, NS as to type of fat"
75302511,"Beans, string, green, and potatoes, cooked, made with oil"
75302512,"Beans, string, green, and potatoes, cooked, made with butter"
75302513,"Beans, string, green, and potatoes, cooked, made with margarine"
75303000,"Corn with peppers, red or green, cooked, NS as to fat added in cooking"
75303010,"Corn with peppers, red or green, cooked, fat not added in cooking"
75303020,"Corn with peppers, red or green, cooked, fat added in cooking, NS as to type of fat"
75303021,"Corn with peppers, red or green, cooked, made with oil"
75303022,"Corn with peppers, red or green, cooked, made with butter"
75303023,"Corn with peppers, red or green, cooked, made with margarine"
75306010,"Eggplant in tomato sauce, cooked, fat not added in cooking"
75306998,"Green peppers and onions, cooked, fat not added in cooking"
75306999,"Green peppers and onions, cooked, NS as to fat added in cooking"
75307000,"Green peppers and onions, cooked, fat added in cooking, NS as to type of fat"
75307001,"Green peppers and onions, cooked, made with oil"
75307002,"Green peppers and onions, cooked, made with butter"
75307003,"Green peppers and onions, cooked, made with margarine"
75311000,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, NS as to fat added in cooking"
75311002,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, NS as to fat added in cooking"
75311003,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, NS as to fat added in cooking"
75311010,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat not added in cooking"
75311012,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking"
75311013,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat not added in cooking"
75311020,"Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, NS as to form, fat added in cooking, NS as to type of fat"
